activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,10985973,[],CHEMBL2073439,Agonist activity at ERalpha receptor LBD expressed in yeast AH109 cells assessed as interaction with SRC1 after 24 hrs by alpha-galactosidase assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(COC(=O)c1ccc(O)c(O)c1)c1ccccc1,,,CHEMBL2069198,Eur. J. Med. Chem.,2012.0,,CHEMBL2071176,,CHEMBL2071176,5.22,False,http://www.openphacts.org/units/Nanomolar,1663379,=,1,True,=,,EC50,nM,,5950.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,uM,UO_0000065,,5.95
,10985974,[],CHEMBL2073439,Agonist activity at ERalpha receptor LBD expressed in yeast AH109 cells assessed as interaction with SRC1 after 24 hrs by alpha-galactosidase assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(OCCc1ccccc1)c1ccc(O)cc1,,,CHEMBL2069198,Eur. J. Med. Chem.,2012.0,,CHEMBL2071175,,CHEMBL2071175,6.06,False,http://www.openphacts.org/units/Nanomolar,1663378,=,1,True,=,,EC50,nM,,870.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,uM,UO_0000065,,0.87
,10985991,[],CHEMBL2073448,Transcriptional activation of ERalpha receptor expressed in CHO-K1 cells after 24 hrs by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,CHEMBL2069198,Eur. J. Med. Chem.,2012.0,"{'bei': '37.82', 'le': '0.70', 'lle': '6.69', 'sei': '25.46'}",CHEMBL135,ESTRADIOL,CHEMBL135,10.30,False,http://www.openphacts.org/units/Nanomolar,1663383,=,1,True,=,,EC50,nM,,0.05,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,0.05
,12158374,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2176980,J. Med. Chem.,2012.0,,CHEMBL135,ESTRADIOL,CHEMBL135,,False,http://www.openphacts.org/units/Nanomolar,1751766,=,1,True,=,,EC50,nM,,0.004,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,0.004
,12158375,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(O)cc1,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '25.88', 'le': '0.47', 'lle': '4.72', 'sei': '12.74'}",CHEMBL441282,PROPYLPYRAZOLETRIOL,CHEMBL441282,10.00,False,http://www.openphacts.org/units/Nanomolar,1751765,=,1,True,=,,EC50,nM,,0.1,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,0.1
,12158376,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCc1c(-c2ccc(O)cc2)cn(-c2ccc(O)cc2)c1-c1ccc(O)cc1,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '22.82', 'le': '0.41', 'lle': '2.92', 'sei': '13.40'}",CHEMBL2178794,,CHEMBL2178794,8.80,False,http://www.openphacts.org/units/Nanomolar,1751764,=,1,True,=,,EC50,nM,,1.6,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,1.6
,12158377,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCn1c(-c2ccc(O)cc2F)cc(-c2ccc(O)cc2F)c1-c1ccc(O)cc1F,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '22.07', 'le': '0.41', 'lle': '3.27', 'sei': '14.78'}",CHEMBL2178793,,CHEMBL2178793,9.70,False,http://www.openphacts.org/units/Nanomolar,1751763,=,1,True,=,,EC50,nM,,0.2,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,0.2
,12158378,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCn1c(-c2ccc(O)cc2F)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1F,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '22.70', 'le': '0.42', 'lle': '3.28', 'sei': '14.58'}",CHEMBL2178792,,CHEMBL2178792,9.57,False,http://www.openphacts.org/units/Nanomolar,1751762,=,1,True,=,,EC50,nM,,0.27,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,0.27
,12158379,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,Cn1c(-c2ccc(O)cc2F)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1F,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '19.89', 'le': '0.37', 'lle': '2.40', 'sei': '11.92'}",CHEMBL2179257,,CHEMBL2179257,7.82,False,http://www.openphacts.org/units/Nanomolar,1752292,=,1,True,=,,EC50,nM,,15.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,15.0
,12158380,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2F)c1-c1ccc(O)cc1,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '22.50', 'le': '0.41', 'lle': '2.92', 'sei': '13.83'}",CHEMBL2179256,,CHEMBL2179256,9.08,False,http://www.openphacts.org/units/Nanomolar,1752291,=,1,True,=,,EC50,nM,,0.84,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,0.84
,12158381,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCn1c(-c2ccc(O)cc2Cl)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '17.45', 'le': '0.33', 'lle': '0.66', 'sei': '11.17'}",CHEMBL2179255,,CHEMBL2179255,7.33,False,http://www.openphacts.org/units/Nanomolar,1752290,=,1,True,=,,EC50,nM,,47.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,47.0
,12158382,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,Cn1c(-c2ccc(O)cc2Cl)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '17.86', 'le': '0.34', 'lle': '1.20', 'sei': '10.67'}",CHEMBL2179254,,CHEMBL2179254,7.00,False,http://www.openphacts.org/units/Nanomolar,1752289,=,1,True,=,,EC50,nM,,100.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,100.0
,12158383,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1Cl,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '22.64', 'le': '0.43', 'lle': '2.84', 'sei': '14.49'}",CHEMBL2179253,,CHEMBL2179253,9.51,False,http://www.openphacts.org/units/Nanomolar,1752288,=,1,True,=,,EC50,nM,,0.31,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,0.31
,12158384,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,Cn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1Cl,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '19.90', 'le': '0.38', 'lle': '2.00', 'sei': '11.88'}",CHEMBL2179252,,CHEMBL2179252,7.80,False,http://www.openphacts.org/units/Nanomolar,1752287,=,1,True,=,,EC50,nM,,16.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,16.0
,12158385,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCn1c(-c2ccc(O)cc2F)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '22.74', 'le': '0.42', 'lle': '3.01', 'sei': '13.98'}",CHEMBL2179251,,CHEMBL2179251,9.17,False,http://www.openphacts.org/units/Nanomolar,1752286,=,1,True,=,,EC50,nM,,0.67,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,0.67
,12158386,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,Cn1c(-c2ccc(O)cc2F)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '20.30', 'le': '0.37', 'lle': '2.34', 'sei': '11.61'}",CHEMBL2178798,,CHEMBL2178798,7.62,False,http://www.openphacts.org/units/Nanomolar,1751770,=,1,True,=,,EC50,nM,,24.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,24.0
,12158387,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1F,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '24.59', 'le': '0.45', 'lle': '3.76', 'sei': '15.12'}",CHEMBL2178797,,CHEMBL2178797,9.92,False,http://www.openphacts.org/units/Nanomolar,1751769,=,1,True,=,,EC50,nM,,0.12,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,0.12
,12158388,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,Cn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1F,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '19.24', 'le': '0.35', 'lle': '1.94', 'sei': '11.01'}",CHEMBL2178796,,CHEMBL2178796,7.22,False,http://www.openphacts.org/units/Nanomolar,1751768,=,1,True,=,,EC50,nM,,60.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,60.0
,12158389,[],CHEMBL2188850,Activation of human ERalpha expressed in human U2-OS cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '24.38', 'le': '0.44', 'lle': '3.38', 'sei': '14.32'}",CHEMBL2178795,,CHEMBL2178795,9.40,False,http://www.openphacts.org/units/Nanomolar,1751767,=,1,True,=,,EC50,nM,,0.4,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,0.4
,12158406,[],CHEMBL2188852,Activation of ERalpha in human MCF7/2a cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '36.71', 'le': '0.68', 'lle': '6.39', 'sei': '24.72'}",CHEMBL135,ESTRADIOL,CHEMBL135,10.00,True,http://www.openphacts.org/units/Nanomolar,1751766,=,1,True,=,,EC50,nM,,0.1,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,0.1
,12158407,[],CHEMBL2188852,Activation of ERalpha in human MCF7/2a cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(O)cc1,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '22.05', 'le': '0.40', 'lle': '3.24', 'sei': '10.86'}",CHEMBL441282,PROPYLPYRAZOLETRIOL,CHEMBL441282,8.52,False,http://www.openphacts.org/units/Nanomolar,1751765,=,1,True,=,,EC50,nM,,3.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,3.0
,12158408,[],CHEMBL2188852,Activation of ERalpha in human MCF7/2a cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCc1c(-c2ccc(O)cc2)cn(-c2ccc(O)cc2)c1-c1ccc(O)cc1,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '18.56', 'le': '0.34', 'lle': '1.27', 'sei': '10.90'}",CHEMBL2178794,,CHEMBL2178794,7.16,False,http://www.openphacts.org/units/Nanomolar,1751764,=,1,True,=,,EC50,nM,,70.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,70.0
,12158409,[],CHEMBL2188852,Activation of ERalpha in human MCF7/2a cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCn1c(-c2ccc(O)cc2F)cc(-c2ccc(O)cc2F)c1-c1ccc(O)cc1F,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '17.38', 'le': '0.33', 'lle': '1.21', 'sei': '11.64'}",CHEMBL2178793,,CHEMBL2178793,7.64,False,http://www.openphacts.org/units/Nanomolar,1751763,=,1,True,=,,EC50,nM,,23.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,23.0
,12158410,[],CHEMBL2188852,Activation of ERalpha in human MCF7/2a cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCn1c(-c2ccc(O)cc2F)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1F,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '17.85', 'le': '0.33', 'lle': '1.23', 'sei': '11.46'}",CHEMBL2178792,,CHEMBL2178792,7.52,False,http://www.openphacts.org/units/Nanomolar,1751762,=,1,True,=,,EC50,nM,,30.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,30.0
,12158411,[],CHEMBL2188852,Activation of ERalpha in human MCF7/2a cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,Cn1c(-c2ccc(O)cc2F)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1F,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '16.62', 'le': '0.31', 'lle': '1.12', 'sei': '9.96'}",CHEMBL2179257,,CHEMBL2179257,6.54,False,http://www.openphacts.org/units/Nanomolar,1752292,=,1,True,=,,EC50,nM,,290.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,290.0
,12158412,[],CHEMBL2188852,Activation of ERalpha in human MCF7/2a cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2F)c1-c1ccc(O)cc1,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '18.80', 'le': '0.35', 'lle': '1.43', 'sei': '11.56'}",CHEMBL2179256,,CHEMBL2179256,7.58,False,http://www.openphacts.org/units/Nanomolar,1752291,=,1,True,=,,EC50,nM,,26.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,26.0
,12158413,[],CHEMBL2188852,Activation of ERalpha in human MCF7/2a cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1Cl,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '17.15', 'le': '0.33', 'lle': '0.53', 'sei': '10.97'}",CHEMBL2179253,,CHEMBL2179253,7.20,False,http://www.openphacts.org/units/Nanomolar,1752288,=,1,True,=,,EC50,nM,,63.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,63.0
,12158414,[],CHEMBL2188852,Activation of ERalpha in human MCF7/2a cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,Cn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1Cl,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '15.88', 'le': '0.30', 'lle': '0.42', 'sei': '9.48'}",CHEMBL2179252,,CHEMBL2179252,6.22,False,http://www.openphacts.org/units/Nanomolar,1752287,=,1,True,=,,EC50,nM,,600.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,600.0
,12158415,[],CHEMBL2188852,Activation of ERalpha in human MCF7/2a cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCn1c(-c2ccc(O)cc2F)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '16.41', 'le': '0.30', 'lle': '0.46', 'sei': '10.09'}",CHEMBL2179251,,CHEMBL2179251,6.62,False,http://www.openphacts.org/units/Nanomolar,1752286,=,1,True,=,,EC50,nM,,240.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,240.0
,12158416,[],CHEMBL2188852,Activation of ERalpha in human MCF7/2a cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1F,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '17.73', 'le': '0.33', 'lle': '0.99', 'sei': '10.90'}",CHEMBL2178797,,CHEMBL2178797,7.16,False,http://www.openphacts.org/units/Nanomolar,1751769,=,1,True,=,,EC50,nM,,70.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,70.0
,12158417,[],CHEMBL2188852,Activation of ERalpha in human MCF7/2a cells by luciferase reporter gene assay relative to untreated control,B,,,BAO_0000188,BAO_0000219,cell-based format,CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1,,,CHEMBL2176980,J. Med. Chem.,2012.0,"{'bei': '18.94', 'le': '0.34', 'lle': '1.28', 'sei': '11.13'}",CHEMBL2178795,,CHEMBL2178795,7.30,False,http://www.openphacts.org/units/Nanomolar,1751767,=,1,True,=,,EC50,nM,,50.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,50.0
,12711849,[],CHEMBL2339768,Agonist activity at estrogen receptor alpha (unknown origin) expressed in human HepG2 cells coexpressing estrogen response element after 24 hrs by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,Oc1ccc(-c2cocc2-c2ccc(O)cc2Cl)c(Cl)c1,,,CHEMBL2331087,J. Med. Chem.,2013.0,"{'bei': '20.47', 'le': '0.43', 'lle': '1.25', 'sei': '12.27'}",CHEMBL2332590,,CHEMBL2332590,6.58,False,http://www.openphacts.org/units/Nanomolar,1866330,=,1,True,=,,EC50,nM,,266.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,uM,UO_0000065,,0.266
,12711850,[],CHEMBL2339768,Agonist activity at estrogen receptor alpha (unknown origin) expressed in human HepG2 cells coexpressing estrogen response element after 24 hrs by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,Oc1ccc(-c2cocc2-c2ccc(O)cc2F)c(F)c1,,,CHEMBL2331087,J. Med. Chem.,2013.0,"{'bei': '18.87', 'le': '0.35', 'lle': '1.14', 'sei': '10.15'}",CHEMBL2332589,,CHEMBL2332589,5.44,False,http://www.openphacts.org/units/Nanomolar,1866329,=,1,True,=,,EC50,nM,,3640.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,uM,UO_0000065,,3.64
,12711851,[],CHEMBL2339768,Agonist activity at estrogen receptor alpha (unknown origin) expressed in human HepG2 cells coexpressing estrogen response element after 24 hrs by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1cc(O)ccc1-c1cocc1-c1ccc(O)cc1C,,,CHEMBL2331087,J. Med. Chem.,2013.0,"{'bei': '21.49', 'le': '0.39', 'lle': '1.39', 'sei': '11.24'}",CHEMBL2332588,,CHEMBL2332588,6.03,False,http://www.openphacts.org/units/Nanomolar,1866328,=,1,True,=,,EC50,nM,,944.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,uM,UO_0000065,,0.944
,12711852,[],CHEMBL2339768,Agonist activity at estrogen receptor alpha (unknown origin) expressed in human HepG2 cells coexpressing estrogen response element after 24 hrs by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,Oc1ccc(-c2cocc2-c2ccc(O)cc2)cc1,,,CHEMBL2331087,J. Med. Chem.,2013.0,"{'bei': '19.72', 'le': '0.36', 'lle': '0.95', 'sei': '9.28'}",CHEMBL2332587,,CHEMBL2332587,4.97,False,http://www.openphacts.org/units/Nanomolar,1866327,=,1,True,=,,EC50,nM,,10600.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,uM,UO_0000065,,10.6
,12711853,[],CHEMBL2339768,Agonist activity at estrogen receptor alpha (unknown origin) expressed in human HepG2 cells coexpressing estrogen response element after 24 hrs by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,Oc1ccc(-c2ccc(-c3ccc(O)cc3Cl)o2)c(Cl)c1,,,CHEMBL2331087,J. Med. Chem.,2013.0,"{'bei': '16.85', 'le': '0.35', 'lle': '0.08', 'sei': '10.09'}",CHEMBL2332586,,CHEMBL2332586,5.41,False,http://www.openphacts.org/units/Nanomolar,1866326,=,1,True,=,,EC50,nM,,3890.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,uM,UO_0000065,,3.89
,12711854,[],CHEMBL2339768,Agonist activity at estrogen receptor alpha (unknown origin) expressed in human HepG2 cells coexpressing estrogen response element after 24 hrs by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1cc(O)ccc1-c1ccc(-c2ccc(O)cc2C)o1,,,CHEMBL2331087,J. Med. Chem.,2013.0,"{'bei': '19.34', 'le': '0.35', 'lle': '0.78', 'sei': '10.11'}",CHEMBL2332584,,CHEMBL2332584,5.42,False,http://www.openphacts.org/units/Nanomolar,1866324,=,1,True,=,,EC50,nM,,3790.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,uM,UO_0000065,,3.79
,12711855,[],CHEMBL2339768,Agonist activity at estrogen receptor alpha (unknown origin) expressed in human HepG2 cells coexpressing estrogen response element after 24 hrs by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,Oc1ccc(-c2cc(-c3ccc(O)cc3Cl)c(-c3ccc(O)cc3Cl)s2)c(Cl)c1,,,CHEMBL2331087,J. Med. Chem.,2013.0,"{'bei': '17.35', 'le': '0.38', 'lle': '0.22', 'sei': '13.26'}",CHEMBL2332582,,CHEMBL2332582,8.05,False,http://www.openphacts.org/units/Nanomolar,1866322,=,1,True,=,,EC50,nM,,9.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,uM,UO_0000065,,0.009
,12711856,[],CHEMBL2339768,Agonist activity at estrogen receptor alpha (unknown origin) expressed in human HepG2 cells coexpressing estrogen response element after 24 hrs by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,Oc1ccc(-c2cc(-c3ccc(O)cc3F)c(-c3ccc(O)cc3F)s2)c(F)c1,,,CHEMBL2331087,J. Med. Chem.,2013.0,"{'bei': '15.47', 'le': '0.30', 'lle': '0.13', 'sei': '10.57'}",CHEMBL2332581,,CHEMBL2332581,6.41,False,http://www.openphacts.org/units/Nanomolar,1866321,=,1,True,=,,EC50,nM,,387.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,uM,UO_0000065,,0.387
,12711857,[],CHEMBL2339768,Agonist activity at estrogen receptor alpha (unknown origin) expressed in human HepG2 cells coexpressing estrogen response element after 24 hrs by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,Oc1ccc(-c2cc(-c3ccc(O)cc3)c(-c3ccc(O)cc3)s2)cc1,,,CHEMBL2331087,J. Med. Chem.,2013.0,"{'bei': '17.52', 'le': '0.33', 'lle': '0.44', 'sei': '10.40'}",CHEMBL2332580,,CHEMBL2332580,6.31,False,http://www.openphacts.org/units/Nanomolar,1866320,=,1,True,=,,EC50,nM,,485.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,uM,UO_0000065,,0.485
,12711858,[],CHEMBL2339768,Agonist activity at estrogen receptor alpha (unknown origin) expressed in human HepG2 cells coexpressing estrogen response element after 24 hrs by luciferase reporter gene assay,B,,,BAO_0000188,BAO_0000219,cell-based format,Oc1ccc(-c2cc(-c3ccccc3)c(-c3ccc(O)cc3Cl)s2)c(Cl)c1,,,CHEMBL2331087,J. Med. Chem.,2013.0,"{'bei': '17.37', 'le': '0.36', 'lle': '-0.29', 'sei': '17.75'}",CHEMBL2332579,,CHEMBL2332579,7.18,False,http://www.openphacts.org/units/Nanomolar,1866319,=,1,True,=,,EC50,nM,,66.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,uM,UO_0000065,,0.066
